TransactionID,CustomerID,ProductID,TransactionDate,SignupDate,CustomerName,Region,ProductName,Category,Quantity,Price,TotalValue,YearMonth
T00091,C0200,P057,2024-04-27 19:06:20,2023-06-11,Kelly Cross,Asia,ActiveWear Smartphone,Electronics,1,239.7,239.7,2024-04
T00161,C0055,P057,2024-07-15 07:02:39,2024-11-11,Lauren Williams,North America,ActiveWear Smartphone,Electronics,2,239.7,479.4,2024-07
T00184,C0188,P057,2024-05-13 07:24:49,2022-05-17,Anna Ball,South America,ActiveWear Smartphone,Electronics,2,239.7,479.4,2024-05
T00218,C0148,P057,2024-01-17 19:40:55,2023-04-16,Matthew Rogers,South America,ActiveWear Smartphone,Electronics,3,239.7,719.1,2024-01
T00417,C0035,P057,2024-04-20 22:54:54,2024-10-01,Brianna Richardson,North America,ActiveWear Smartphone,Electronics,3,239.7,719.1,2024-04
T00492,C0120,P057,2024-08-08 05:40:02,2023-01-13,Francisco Diaz,South America,ActiveWear Smartphone,Electronics,3,239.7,719.1,2024-08
T00605,C0017,P057,2023-12-31 03:27:43,2023-12-05,Jennifer King,Europe,ActiveWear Smartphone,Electronics,4,239.7,958.8,2023-12
T00615,C0145,P057,2024-07-14 07:45:15,2023-01-13,Wayne Stone,Asia,ActiveWear Smartphone,Electronics,2,239.7,479.4,2024-07
T00619,C0028,P057,2024-12-25 09:53:39,2024-06-29,Jennifer Pena,Asia,ActiveWear Smartphone,Electronics,2,239.7,479.4,2024-12
T00703,C0092,P057,2024-02-04 00:31:54,2024-05-29,Jacqueline Zamora,Asia,ActiveWear Smartphone,Electronics,3,239.7,719.1,2024-02
T00962,C0188,P057,2024-11-29 19:49:24,2022-05-17,Anna Ball,South America,ActiveWear Smartphone,Electronics,2,239.7,479.4,2024-11
T00004,C0004,P049,2024-07-19 10:56:13,2022-10-09,Kathleen Rodriguez,South America,TechPro Textbook,Books,4,147.95,591.8,2024-07
T00105,C0087,P049,2024-02-12 08:14:34,2024-04-11,Travis Campbell,South America,TechPro Textbook,Books,3,147.95,443.85,2024-02
T00136,C0010,P049,2024-02-22 18:44:05,2022-12-15,Aaron Cox,Europe,TechPro Textbook,Books,2,147.95,295.9,2024-02
T00237,C0065,P049,2024-02-27 22:16:22,2024-07-10,Gerald Hines,North America,TechPro Textbook,Books,2,147.95,295.9,2024-02
T00239,C0132,P049,2024-12-06 19:03:54,2023-02-01,Lisa Jackson,Europe,TechPro Textbook,Books,2,147.95,295.9,2024-12
T00310,C0068,P049,2024-05-18 05:03:08,2023-04-04,Mark Cox,North America,TechPro Textbook,Books,2,147.95,295.9,2024-05
T00470,C0123,P049,2024-11-13 17:36:31,2023-11-05,Jason Johnston,Asia,TechPro Textbook,Books,1,147.95,147.95,2024-11
T00551,C0018,P049,2024-02-23 13:28:08,2024-09-21,Tyler Haynes,North America,TechPro Textbook,Books,3,147.95,443.85,2024-02
T00563,C0064,P049,2024-01-16 18:52:43,2023-10-22,Martha Montgomery,Europe,TechPro Textbook,Books,1,147.95,147.95,2024-01
T00567,C0121,P049,2024-09-27 23:40:32,2023-07-23,Mark Atkinson,Europe,TechPro Textbook,Books,2,147.95,295.9,2024-09
T00620,C0041,P049,2024-01-05 18:43:06,2023-12-27,Lindsey Deleon,Europe,TechPro Textbook,Books,4,147.95,591.8,2024-01
T00650,C0070,P049,2024-10-07 14:56:13,2022-03-15,Timothy Perez,Europe,TechPro Textbook,Books,4,147.95,591.8,2024-10
T00818,C0161,P049,2024-01-01 03:54:19,2022-03-14,Jessica Warren,Asia,TechPro Textbook,Books,1,147.95,147.95,2024-01
T00923,C0173,P049,2024-07-19 10:31:02,2022-10-06,Francisco Young,Asia,TechPro Textbook,Books,1,147.95,147.95,2024-07
T00970,C0132,P049,2024-11-17 06:14:00,2023-02-01,Lisa Jackson,Europe,TechPro Textbook,Books,4,147.95,591.8,2024-11
T00005,C0150,P087,2024-05-25 17:44:48,2022-09-13,Angela Williams,South America,TechPro Running Shoes,Clothing,2,290.17,580.34,2024-05
T00037,C0176,P087,2024-03-09 04:58:40,2022-03-23,Nicole Booth,North America,TechPro Running Shoes,Clothing,4,290.17,1160.68,2024-03
T00206,C0167,P087,2024-05-05 05:32:27,2024-01-27,Brandy Welch,Europe,TechPro Running Shoes,Clothing,2,290.17,580.34,2024-05
T00208,C0184,P087,2024-08-14 02:02:56,2022-05-13,Tina Jacobs,South America,TechPro Running Shoes,Clothing,1,290.17,290.17,2024-08
T00485,C0184,P087,2024-05-13 14:33:44,2022-05-13,Tina Jacobs,South America,TechPro Running Shoes,Clothing,1,290.17,290.17,2024-05
T00488,C0034,P087,2024-10-21 12:47:53,2023-09-27,Dalton Perez,North America,TechPro Running Shoes,Clothing,2,290.17,580.34,2024-10
T00497,C0053,P087,2024-06-21 02:02:45,2022-06-18,Albert Burke,Europe,TechPro Running Shoes,Clothing,4,290.17,1160.68,2024-06
T00684,C0102,P087,2024-07-17 07:26:30,2022-09-16,Michael Atkinson,South America,TechPro Running Shoes,Clothing,1,290.17,290.17,2024-07
T00846,C0134,P087,2024-11-10 10:56:19,2022-02-19,Theresa Gonzalez,Asia,TechPro Running Shoes,Clothing,4,290.17,1160.68,2024-11
T00875,C0086,P087,2024-09-26 23:20:59,2022-09-18,Stephanie Peterson,Europe,TechPro Running Shoes,Clothing,2,290.17,580.34,2024-09
T00880,C0036,P087,2024-11-02 12:20:39,2024-07-06,Brian Aguilar DDS,North America,TechPro Running Shoes,Clothing,3,290.17,870.51,2024-11
T00953,C0056,P087,2024-03-07 21:09:48,2024-04-12,Erika Fernandez,Asia,TechPro Running Shoes,Clothing,2,290.17,580.34,2024-03
T00006,C0076,P053,2024-12-01 20:44:37,2024-02-11,Emily Roberts,South America,TechPro Rug,Home Decor,3,274.94,824.82,2024-12
T00010,C0194,P053,2024-03-14 11:55:39,2024-05-04,Stacy Cook,North America,TechPro Rug,Home Decor,1,274.94,274.94,2024-03
T00175,C0146,P053,2024-12-18 18:28:33,2024-09-04,Brittany Harvey,Asia,TechPro Rug,Home Decor,3,274.94,824.82,2024-12
T00269,C0124,P053,2024-02-06 16:22:41,2024-08-26,Lindsay Perez,Europe,TechPro Rug,Home Decor,4,274.94,1099.76,2024-02
T00293,C0053,P053,2024-07-11 15:32:56,2022-06-18,Albert Burke,Europe,TechPro Rug,Home Decor,3,274.94,824.82,2024-07
T00568,C0065,P053,2024-09-18 05:00:38,2024-07-10,Gerald Hines,North America,TechPro Rug,Home Decor,1,274.94,274.94,2024-09
T00602,C0024,P053,2024-04-26 11:26:53,2024-02-05,Michele Cooley,North America,TechPro Rug,Home Decor,1,274.94,274.94,2024-04
T00744,C0004,P053,2024-03-11 09:25:22,2022-10-09,Kathleen Rodriguez,South America,TechPro Rug,Home Decor,4,274.94,1099.76,2024-03
T00952,C0139,P053,2024-10-06 06:02:45,2022-03-14,Ricky Gutierrez,North America,TechPro Rug,Home Decor,1,274.94,274.94,2024-10
T00968,C0133,P053,2024-12-05 17:47:19,2023-03-11,Gwendolyn Carter,South America,TechPro Rug,Home Decor,4,274.94,1099.76,2024-12
T00007,C0173,P023,2024-05-06 18:05:22,2022-10-06,Francisco Young,Asia,ActiveWear Cookware Set,Home Decor,4,454.53,1818.12,2024-05
T00089,C0076,P023,2024-06-19 23:01:44,2024-02-11,Emily Roberts,South America,ActiveWear Cookware Set,Home Decor,1,454.53,454.53,2024-06
T00158,C0012,P023,2024-05-30 03:34:49,2024-08-07,Kevin May,South America,ActiveWear Cookware Set,Home Decor,2,454.53,909.06,2024-05
T00349,C0184,P023,2024-04-18 14:56:50,2022-05-13,Tina Jacobs,South America,ActiveWear Cookware Set,Home Decor,1,454.53,454.53,2024-04
T00455,C0128,P023,2024-01-08 16:14:35,2023-05-29,Henry Leach,Asia,ActiveWear Cookware Set,Home Decor,1,454.53,454.53,2024-01
T00501,C0158,P023,2024-09-04 16:19:42,2023-04-12,Wendy Browning,South America,ActiveWear Cookware Set,Home Decor,3,454.53,1363.59,2024-09
T00721,C0012,P023,2024-12-08 09:46:41,2024-08-07,Kevin May,South America,ActiveWear Cookware Set,Home Decor,3,454.53,1363.59,2024-12
T00749,C0133,P023,2024-06-20 19:04:58,2023-03-11,Gwendolyn Carter,South America,ActiveWear Cookware Set,Home Decor,2,454.53,909.06,2024-06
T00997,C0164,P023,2024-11-01 23:04:56,2023-06-01,Morgan Perez,Europe,ActiveWear Cookware Set,Home Decor,4,454.53,1818.12,2024-11
T00008,C0067,P069,2024-10-17 00:45:17,2023-07-06,Carl Gonzalez,North America,BookWorld Biography,Books,1,100.81,100.81,2024-10
T00035,C0142,P069,2024-08-20 15:26:04,2024-02-08,Nicole Long DVM,Asia,BookWorld Biography,Books,2,100.81,201.62,2024-08
T00140,C0121,P069,2024-03-18 09:16:33,2023-07-23,Mark Atkinson,Europe,BookWorld Biography,Books,2,100.81,201.62,2024-03
T00187,C0032,P069,2024-02-24 09:30:35,2024-04-17,Dustin Campbell,South America,BookWorld Biography,Books,1,100.81,100.81,2024-02
T00194,C0063,P069,2024-09-28 06:07:52,2024-02-05,Wayne Ferguson,Europe,BookWorld Biography,Books,1,100.81,100.81,2024-09
T00228,C0113,P069,2024-04-21 19:52:01,2022-06-17,Joseph Ortiz Jr.,South America,BookWorld Biography,Books,2,100.81,201.62,2024-04
T00232,C0136,P069,2024-11-10 22:04:36,2024-03-14,Kristen Holder,Asia,BookWorld Biography,Books,3,100.81,302.43,2024-11
T00355,C0017,P069,2024-01-12 20:20:37,2023-12-05,Jennifer King,Europe,BookWorld Biography,Books,2,100.81,201.62,2024-01
T00448,C0194,P069,2024-10-22 08:13:50,2024-05-04,Stacy Cook,North America,BookWorld Biography,Books,2,100.81,201.62,2024-10
T00561,C0172,P069,2024-05-14 14:21:56,2024-09-09,Jamie Webb,Europe,BookWorld Biography,Books,1,100.81,100.81,2024-05
T00828,C0068,P069,2024-06-04 21:07:05,2023-04-04,Mark Cox,North America,BookWorld Biography,Books,4,100.81,403.24,2024-06
T00852,C0125,P069,2024-08-24 09:50:55,2022-12-18,Nicholas Taylor,North America,BookWorld Biography,Books,3,100.81,302.43,2024-08
T00009,C0086,P095,2024-04-06 03:41:22,2022-09-18,Stephanie Peterson,Europe,BookWorld Cookware Set,Home Decor,4,227.26,909.04,2024-04
T00155,C0002,P095,2024-07-12 10:18:13,2022-02-13,Elizabeth Lutz,Asia,BookWorld Cookware Set,Home Decor,2,227.26,454.52,2024-07
T00644,C0008,P095,2024-06-13 09:13:19,2024-01-13,David Li,North America,BookWorld Cookware Set,Home Decor,1,227.26,227.26,2024-06
T00685,C0017,P095,2024-05-11 17:59:31,2023-12-05,Jennifer King,Europe,BookWorld Cookware Set,Home Decor,2,227.26,454.52,2024-05
T00800,C0122,P095,2024-08-25 16:04:54,2022-05-06,Corey Ruiz,North America,BookWorld Cookware Set,Home Decor,3,227.26,681.78,2024-08
T00961,C0109,P095,2024-11-02 01:55:05,2022-05-09,Abigail Jones,North America,BookWorld Cookware Set,Home Decor,3,227.26,681.78,2024-11
T00965,C0071,P095,2024-08-23 15:53:27,2022-07-01,Taylor Murphy,South America,BookWorld Cookware Set,Home Decor,4,227.26,909.04,2024-08
T00011,C0162,P062,2024-04-03 03:46:50,2022-03-29,Edwin Watson,Asia,HomeSense Novel,Books,1,374.16,374.16,2024-04
T00041,C0141,P062,2024-02-13 23:56:36,2023-02-23,Paul Parsons,Europe,HomeSense Novel,Books,4,374.16,1496.64,2024-02
T00146,C0155,P062,2024-07-24 07:11:44,2023-03-23,Michelle Brown,South America,HomeSense Novel,Books,2,374.16,748.32,2024-07
T00190,C0156,P062,2024-09-25 19:36:27,2023-08-19,William Adams,North America,HomeSense Novel,Books,2,374.16,748.32,2024-09
T00221,C0188,P062,2024-02-28 14:14:44,2022-05-17,Anna Ball,South America,HomeSense Novel,Books,4,374.16,1496.64,2024-02
T00230,C0064,P062,2024-12-06 16:22:54,2023-10-22,Martha Montgomery,Europe,HomeSense Novel,Books,1,374.16,374.16,2024-12
T00364,C0183,P062,2024-06-16 08:22:06,2024-01-23,Kimberly Johnson,North America,HomeSense Novel,Books,2,374.16,748.32,2024-06
T00533,C0191,P062,2024-07-12 10:33:55,2024-04-07,Samantha Gibson DVM,South America,HomeSense Novel,Books,4,374.16,1496.64,2024-07
T00570,C0147,P062,2024-12-25 00:52:54,2022-05-16,Hunter Fuller,South America,HomeSense Novel,Books,1,374.16,374.16,2024-12
T00640,C0087,P062,2024-09-13 23:20:18,2024-04-11,Travis Campbell,South America,HomeSense Novel,Books,3,374.16,1122.48,2024-09
T00649,C0028,P062,2024-01-23 07:39:44,2024-06-29,Jennifer Pena,Asia,HomeSense Novel,Books,3,374.16,1122.48,2024-01
T00664,C0138,P062,2024-10-02 22:44:16,2024-11-01,Cynthia Clayton,Asia,HomeSense Novel,Books,4,374.16,1496.64,2024-10
T00692,C0153,P062,2024-06-30 22:09:50,2022-03-20,Justin Smith,South America,HomeSense Novel,Books,2,374.16,748.32,2024-06
T00723,C0043,P062,2024-06-12 01:39:05,2023-02-05,Sandy Short MD,Asia,HomeSense Novel,Books,2,374.16,748.32,2024-06
T00725,C0135,P062,2024-10-03 20:53:23,2022-08-23,Toni Weaver,Europe,HomeSense Novel,Books,2,374.16,748.32,2024-10
T00944,C0122,P062,2024-10-08 19:57:08,2022-05-06,Corey Ruiz,North America,HomeSense Novel,Books,2,374.16,748.32,2024-10
T00012,C0091,P041,2024-03-29 01:28:17,2023-03-16,Lisa Kirk,South America,ComfortLiving Smartphone,Electronics,4,456.28,1825.12,2024-03
T00034,C0168,P041,2024-01-09 11:00:50,2022-12-13,Karen Clements MD,South America,ComfortLiving Smartphone,Electronics,4,456.28,1825.12,2024-01
T00094,C0012,P041,2024-07-14 19:37:54,2024-08-07,Kevin May,South America,ComfortLiving Smartphone,Electronics,4,456.28,1825.12,2024-07
T00231,C0069,P041,2024-08-27 19:54:49,2023-12-03,Stacy Foster,Europe,ComfortLiving Smartphone,Electronics,2,456.28,912.56,2024-08
T00236,C0184,P041,2024-02-25 14:08:11,2022-05-13,Tina Jacobs,South America,ComfortLiving Smartphone,Electronics,1,456.28,456.28,2024-02
T00261,C0125,P041,2024-02-20 06:00:07,2022-12-18,Nicholas Taylor,North America,ComfortLiving Smartphone,Electronics,2,456.28,912.56,2024-02
T00343,C0173,P041,2024-01-02 11:54:22,2022-10-06,Francisco Young,Asia,ComfortLiving Smartphone,Electronics,1,456.28,456.28,2024-01
T00482,C0066,P041,2024-06-04 02:02:24,2024-11-15,Catherine White,Europe,ComfortLiving Smartphone,Electronics,4,456.28,1825.12,2024-06
T00589,C0186,P041,2024-10-23 16:42:32,2023-10-11,Amber Alexander,Asia,ComfortLiving Smartphone,Electronics,1,456.28,456.28,2024-10
T00597,C0023,P041,2024-07-01 04:53:47,2022-03-04,Nicholas Cain,Europe,ComfortLiving Smartphone,Electronics,3,456.28,1368.84,2024-07
T00881,C0101,P041,2024-08-19 04:22:17,2023-09-30,Kelsey Roberts,Asia,ComfortLiving Smartphone,Electronics,3,456.28,1368.84,2024-08
T00014,C0105,P060,2024-08-05 07:35:43,2024-11-11,Ryan Hampton,Europe,HomeSense T-Shirt,Clothing,1,155.65,155.65,2024-08
T00392,C0072,P060,2024-11-02 20:33:22,2024-07-24,Sarah Scott,North America,HomeSense T-Shirt,Clothing,4,155.65,622.6,2024-11
T00405,C0093,P060,2024-08-02 21:41:32,2024-07-13,Nancy Walker,Asia,HomeSense T-Shirt,Clothing,2,155.65,311.3,2024-08
T00452,C0009,P060,2024-03-16 17:26:03,2023-08-14,Joy Clark,Europe,HomeSense T-Shirt,Clothing,1,155.65,155.65,2024-03
T00642,C0162,P060,2024-08-06 20:12:35,2022-03-29,Edwin Watson,Asia,HomeSense T-Shirt,Clothing,4,155.65,622.6,2024-08
T00768,C0083,P060,2024-12-17 13:01:28,2022-04-07,Christina Stark,South America,HomeSense T-Shirt,Clothing,1,155.65,155.65,2024-12
T00015,C0001,P054,2024-01-19 03:12:55,2022-07-10,Lawrence Carroll,South America,SoundWave Cookbook,Books,2,57.3,114.6,2024-01
T00053,C0039,P054,2024-09-30 14:42:16,2024-10-13,Angela Harris,South America,SoundWave Cookbook,Books,3,57.3,171.9,2024-09
T00203,C0124,P054,2024-03-31 16:50:02,2024-08-26,Lindsay Perez,Europe,SoundWave Cookbook,Books,4,57.3,229.2,2024-03
T00210,C0165,P054,2024-08-15 15:59:47,2022-04-09,Juan Mcdaniel,South America,SoundWave Cookbook,Books,2,57.3,114.6,2024-08
T00262,C0143,P054,2024-01-30 22:40:57,2024-05-27,Brian Parker,Asia,SoundWave Cookbook,Books,1,57.3,57.3,2024-01
T00327,C0165,P054,2024-11-27 10:42:19,2022-04-09,Juan Mcdaniel,South America,SoundWave Cookbook,Books,2,57.3,114.6,2024-11
T00395,C0038,P054,2024-03-14 08:10:08,2022-04-16,Jeffrey Perkins,North America,SoundWave Cookbook,Books,3,57.3,171.9,2024-03
T00423,C0019,P054,2024-11-08 10:22:51,2023-01-12,Brandon Rodriguez,Europe,SoundWave Cookbook,Books,3,57.3,171.9,2024-11
T00581,C0083,P054,2024-11-13 04:56:27,2022-04-07,Christina Stark,South America,SoundWave Cookbook,Books,2,57.3,114.6,2024-11
T00634,C0073,P054,2024-03-20 02:37:13,2022-08-20,Heidi Johnson,Europe,SoundWave Cookbook,Books,4,57.3,229.2,2024-03
T00699,C0156,P054,2024-04-21 22:39:45,2023-08-19,William Adams,North America,SoundWave Cookbook,Books,3,57.3,171.9,2024-04
T00784,C0047,P054,2024-08-23 09:06:06,2024-03-22,Samantha Frank,North America,SoundWave Cookbook,Books,3,57.3,171.9,2024-08
T00808,C0190,P054,2024-07-06 00:13:42,2024-05-31,Alexander Lowe,South America,SoundWave Cookbook,Books,4,57.3,229.2,2024-07
T00873,C0086,P054,2024-08-02 11:13:00,2022-09-18,Stephanie Peterson,Europe,SoundWave Cookbook,Books,4,57.3,229.2,2024-08
T00884,C0171,P054,2024-01-28 18:40:51,2022-12-16,Michael Cowan,South America,SoundWave Cookbook,Books,3,57.3,171.9,2024-01
T00926,C0181,P054,2024-08-16 02:29:10,2023-11-16,Alexander Barker,South America,SoundWave Cookbook,Books,3,57.3,171.9,2024-08
T00016,C0072,P070,2024-07-05 23:04:17,2024-07-24,Sarah Scott,North America,HomeSense T-Shirt,Clothing,2,48.69,97.38,2024-07
T00087,C0108,P070,2024-02-16 19:58:26,2022-09-28,David Davis,South America,HomeSense T-Shirt,Clothing,1,48.69,48.69,2024-02
T00098,C0090,P070,2024-08-28 02:11:58,2023-10-17,Charles Hamilton,Asia,HomeSense T-Shirt,Clothing,3,48.69,146.07,2024-08
T00281,C0126,P070,2024-09-24 16:29:36,2024-02-20,Caitlin Brown,South America,HomeSense T-Shirt,Clothing,1,48.69,48.69,2024-09
T00750,C0056,P070,2024-12-25 21:16:21,2024-04-12,Erika Fernandez,Asia,HomeSense T-Shirt,Clothing,4,48.69,194.76,2024-12
T00762,C0106,P070,2024-11-01 09:20:07,2022-09-22,Amanda Mcguire,Asia,HomeSense T-Shirt,Clothing,4,48.69,194.76,2024-11
T00018,C0166,P010,2024-09-21 22:21:26,2022-02-13,John Rogers,Europe,ComfortLiving Smartwatch,Electronics,3,350.13,1050.39,2024-09
T00068,C0088,P010,2024-09-22 23:11:50,2023-05-14,Carlos Murray,Asia,ComfortLiving Smartwatch,Electronics,3,350.13,1050.39,2024-09
T00243,C0069,P010,2024-08-31 00:38:43,2023-12-03,Stacy Foster,Europe,ComfortLiving Smartwatch,Electronics,2,350.13,700.26,2024-08
T00276,C0113,P010,2024-11-27 17:12:27,2022-06-17,Joseph Ortiz Jr.,South America,ComfortLiving Smartwatch,Electronics,3,350.13,1050.39,2024-11
T00292,C0086,P010,2024-12-26 02:30:22,2022-09-18,Stephanie Peterson,Europe,ComfortLiving Smartwatch,Electronics,2,350.13,700.26,2024-12
T00315,C0125,P010,2024-04-03 21:46:38,2022-12-18,Nicholas Taylor,North America,ComfortLiving Smartwatch,Electronics,3,350.13,1050.39,2024-04
T00372,C0192,P010,2024-07-22 10:55:09,2022-09-15,Sarah Arias,South America,ComfortLiving Smartwatch,Electronics,1,350.13,350.13,2024-07
T00516,C0074,P010,2024-07-29 06:11:19,2022-05-27,Jonathan Russo,Europe,ComfortLiving Smartwatch,Electronics,1,350.13,350.13,2024-07
T00710,C0162,P010,2024-01-13 09:31:27,2022-03-29,Edwin Watson,Asia,ComfortLiving Smartwatch,Electronics,1,350.13,350.13,2024-01
T00830,C0048,P010,2024-01-28 09:13:22,2024-11-07,Matthew Park,South America,ComfortLiving Smartwatch,Electronics,2,350.13,700.26,2024-01
T00986,C0122,P010,2024-05-20 10:52:21,2022-05-06,Corey Ruiz,North America,ComfortLiving Smartwatch,Electronics,2,350.13,700.26,2024-05
T00019,C0006,P040,2024-06-05 01:19:28,2024-01-07,Brittany Palmer,South America,SoundWave Mystery Book,Books,2,153.19,306.38,2024-06
T00137,C0142,P040,2024-04-03 12:44:52,2024-02-08,Nicole Long DVM,Asia,SoundWave Mystery Book,Books,4,153.19,612.76,2024-04
T00347,C0139,P040,2024-01-24 21:50:37,2022-03-14,Ricky Gutierrez,North America,SoundWave Mystery Book,Books,2,153.19,306.38,2024-01
T00359,C0048,P040,2024-12-04 20:50:51,2024-11-07,Matthew Park,South America,SoundWave Mystery Book,Books,4,153.19,612.76,2024-12
T00406,C0171,P040,2024-02-18 00:12:39,2022-12-16,Michael Cowan,South America,SoundWave Mystery Book,Books,2,153.19,306.38,2024-02
T00538,C0119,P040,2024-04-26 17:37:36,2023-11-13,David Armstrong,Europe,SoundWave Mystery Book,Books,2,153.19,306.38,2024-04
T00637,C0184,P040,2024-09-08 08:52:51,2022-05-13,Tina Jacobs,South America,SoundWave Mystery Book,Books,3,153.19,459.57,2024-09
T00704,C0186,P040,2024-06-21 07:59:57,2023-10-11,Amber Alexander,Asia,SoundWave Mystery Book,Books,4,153.19,612.76,2024-06
T00910,C0071,P040,2024-05-22 03:47:06,2022-07-01,Taylor Murphy,South America,SoundWave Mystery Book,Books,1,153.19,153.19,2024-05
T00930,C0193,P040,2024-05-27 09:32:58,2023-02-03,Douglas Torres,Asia,SoundWave Mystery Book,Books,2,153.19,306.38,2024-05
T00936,C0148,P040,2024-06-11 20:36:32,2023-04-16,Matthew Rogers,South America,SoundWave Mystery Book,Books,4,153.19,612.76,2024-06
T00993,C0027,P040,2024-03-08 09:48:14,2022-11-09,Justin Heath,Asia,SoundWave Mystery Book,Books,2,153.19,306.38,2024-03
T00995,C0191,P040,2024-06-04 06:32:15,2024-04-07,Samantha Gibson DVM,South America,SoundWave Mystery Book,Books,4,153.19,612.76,2024-06
T00020,C0153,P007,2024-07-16 22:33:47,2022-03-20,Justin Smith,South America,SoundWave Cookbook,Books,4,420.15,1680.6,2024-07
T00163,C0101,P007,2024-03-13 22:33:34,2023-09-30,Kelsey Roberts,Asia,SoundWave Cookbook,Books,4,420.15,1680.6,2024-03
T00204,C0161,P007,2024-01-31 01:11:48,2022-03-14,Jessica Warren,Asia,SoundWave Cookbook,Books,2,420.15,840.3,2024-01
T00309,C0103,P007,2024-08-28 05:03:00,2022-05-15,Jennifer Munoz,Europe,SoundWave Cookbook,Books,2,420.15,840.3,2024-08
T00421,C0047,P007,2024-01-04 07:47:38,2024-03-22,Samantha Frank,North America,SoundWave Cookbook,Books,1,420.15,420.15,2024-01
T00565,C0156,P007,2024-12-15 00:35:54,2023-08-19,William Adams,North America,SoundWave Cookbook,Books,2,420.15,840.3,2024-12
